"owner","isinactive","created","externalid","lastmodifiedby","abbreviation","scriptid","custrecord_in_gst_hsn_code","recordid","lastmodified","name","id","custrecord_in_gst_hsn_description"
"1033","F","02/06/2024","","1033","","VAL_23728_4787343_637","996522","90","02/06/2024","996522 Inland water transport services of goods by refrigerator vessels, tankers and other vessels","90","Inland water transport services of goods by refrigerator vessels, tankers and other vessels"
"1033","F","02/06/2024","","1033","","VAL_23761_4787343_900","996811","123","02/06/2024","996811 Postal services including post office counter services, mail box rental services","123","Postal services including post office counter services, mail box rental services"
"1033","F","02/06/2024","","1033","","VAL_23774_4787343_960","997114","136","02/06/2024","997114 Financial leasing services","136","Financial leasing services"
"1033","F","02/06/2024","","1033","","VAL_23794_4787343_523","997154","156","02/06/2024","997154 Trust and custody services","156","Trust and custody services"
"1033","F","02/06/2024","","1033","","VAL_23776_4787343_985","997131","138","02/06/2024","997131 pension services","138","pension services"
"1033","F","02/06/2024","","1033","","VAL_23795_4787343_428","997155","157","02/06/2024","997155 Services related to the administration of financial markets","157","Services related to the administration of financial markets"
"1033","F","02/06/2024","","1033","","VAL_23779_4787343_159","997134","141","02/06/2024","997134 Motor vehicle insurance services","141","Motor vehicle insurance services"
"1033","F","02/06/2024","","1033","","VAL_23789_4787343_887","997146","151","02/06/2024","997146 Other property reinsurance services","151","Other property reinsurance services"
"1033","F","02/06/2024","","1033","","VAL_23791_4787343_459","997151","153","02/06/2024","997151 Services related to investment banking such as mergers and acquisition services, corporate finance and venture...","153","Services related to investment banking such as mergers and acquisition services, corporate finance and venture capital services"
"1033","F","02/06/2024","","1033","","VAL_23793_4787343_103","997153","155","02/06/2024","997153 Portfolio management services except pension funds","155","Portfolio management services except pension funds"
"1033","F","02/06/2024","","1033","","VAL_23709_4787343_224","996412","71","02/06/2024","996412 Taxi services including radio taxi and other similar services","71","Taxi services including radio taxi and other similar services"
"1033","F","02/06/2024","","1033","","VAL_23711_4787343_454","996414","73","02/06/2024","996414 Other land transportation services of passengers","73","Other land transportation services of passengers"
"1033","F","02/06/2024","","1033","","VAL_23859_4787343_515","998222","221","02/06/2024","998222 Accounting and bookkeeping services","221","Accounting and bookkeeping services"
"1033","F","02/06/2024","","1033","","VAL_23933_4787343_699","998424","295","02/06/2024","998424 Audio conferencing and video conferencing over the internet","295","Audio conferencing and video conferencing over the internet"
"1033","F","02/06/2024","","1033","","VAL_23935_4787343_581","998431","297","02/06/2024","998431 On-line text based information such as online books, newspapers, periodicals, directories and the like","297","On-line text based information such as online books, newspapers, periodicals, directories and the like"
"1033","F","02/06/2024","","1033","","VAL_23938_4787343_916","998434","300","02/06/2024","998434 Software downloads","300","Software downloads"
"1033","F","02/06/2024","","1033","","VAL_23945_4787343_193","998453","307","02/06/2024","998453 Operation services of historical archives including digital archives","307","Operation services of historical archives including digital archives"
"1033","F","02/06/2024","","1033","","VAL_23947_4787343_550","998462","309","02/06/2024","998462 Television broadcast originals","309","Television broadcast originals"
"1033","F","02/06/2024","","1033","","VAL_23949_4787343_813","998464","311","02/06/2024","998464 Television channel programmes","311","Television channel programmes"
"1033","F","02/06/2024","","1033","","VAL_23958_4787343_544","998517","320","02/06/2024","998517 Co-employment staffing services","320","Co-employment staffing services"
"1033","F","02/06/2024","","1033","","VAL_23990_4787343_456","998591","352","02/06/2024","998591 Credit reporting and rating services","352","Credit reporting and rating services"
"1033","F","02/06/2024","","1033","","VAL_23992_4787343_269","998593","354","02/06/2024","998593 Telephone-based support services","354","Telephone-based support services"
"1033","F","02/06/2024","","1033","","VAL_24134_4787343_546","999412","496","02/06/2024","999412 Septic tank emptying and cleaning services","496","Septic tank emptying and cleaning services"
"1033","F","02/06/2024","","1033","","VAL_24138_4787343_399","999424","500","02/06/2024","999424 General waste collection services, other nowhere else classified","500","General waste collection services, other nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23685_4787343_509","995473","47","02/06/2024","995473 Painting services","47","Painting services"
"1033","F","02/06/2024","","1033","","VAL_24096_4787343_691","999133","458","02/06/2024","999133 Administrative services related to unemployment compensation benefit schemes","458","Administrative services related to unemployment compensation benefit schemes"
"1033","F","02/06/2024","","1033","","VAL_23914_4787343_198","998386","276","02/06/2024","998386 Photographic and videographic processing services","276","Photographic and videographic processing services"
"1033","F","02/06/2024","","1033","","VAL_24161_4787343_596","999611","523","02/06/2024","999611 Sound recording services","523","Sound recording services"
"1033","F","02/06/2024","","1033","","VAL_24126_4787343_427","999334","488","02/06/2024","999334 Other social services with accommodation for adults","488","Other social services with accommodation for adults"
"1033","F","02/06/2024","","1033","","VAL_24128_4787343_139","999349","490","02/06/2024","999349 Other social services without accommodation for the elderly and disabled nowhere else classified","490","Other social services without accommodation for the elderly and disabled nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24130_4787343_174","999352","492","02/06/2024","999352 Guidance and counseling services nowhere else classified related to children","492","Guidance and counseling services nowhere else classified related to children"
"1033","F","02/06/2024","","1033","","VAL_24132_4787343_134","999359","494","02/06/2024","999359 Other social services without accommodation nowhere else classified","494","Other social services without accommodation nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24135_4787343_765","999421","497","02/06/2024","999421 Collection services of hazardous waste","497","Collection services of hazardous waste"
"1033","F","02/06/2024","","1033","","VAL_24140_4787343_981","999432","502","02/06/2024","999432 Hazardous waste treatment and disposal services","502","Hazardous waste treatment and disposal services"
"1033","F","02/06/2024","","1033","","VAL_24141_4787343_346","999433","503","02/06/2024","999433 Non-hazardous waste treatment and disposal services","503","Non-hazardous waste treatment and disposal services"
"1033","F","02/06/2024","","1033","","VAL_24142_4787343_909","999441","504","02/06/2024","999441 Site remediation and clean-up services","504","Site remediation and clean-up services"
"1033","F","02/06/2024","","1033","","VAL_24143_4787343_746","999442","505","02/06/2024","999442 Containment, control and monitoring services and other site remediation services","505","Containment, control and monitoring services and other site remediation services"
"1033","F","02/06/2024","","1033","","VAL_24144_4787343_816","999443","506","02/06/2024","999443 Building remediation services","506","Building remediation services"
"1033","F","02/06/2024","","1033","","VAL_24145_4787343_950","999449","507","02/06/2024","999449 Other remediation services nowhere else classified","507","Other remediation services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24146_4787343_873","999451","508","02/06/2024","999451 Sweeping and snow removal services","508","Sweeping and snow removal services"
"1033","F","02/06/2024","","1033","","VAL_24148_4787343_763","999490","510","02/06/2024","999490 Other environmental protection services nowhere else classified","510","Other environmental protection services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24150_4787343_953","999512","512","02/06/2024","999512 Services furnished by professional organisations","512","Services furnished by professional organisations"
"1033","F","02/06/2024","","1033","","VAL_24123_4787343_433","999331","485","02/06/2024","999331 Residential care services for children suffering from mental retardation, mental health illnesses or substance...","485","Residential care services for children suffering from mental retardation, mental health illnesses or substance abuse"
"1033","F","02/06/2024","","1033","","VAL_24032_4787343_342","998735","394","02/06/2024","998735 Installation services of professional medical machinery and equipment, and precision and optical instruments","394","Installation services of professional medical machinery and equipment, and precision and optical instruments"
"1033","F","02/06/2024","","1033","","VAL_24034_4787343_478","998739","396","02/06/2024","998739 Installation services of other goods nowhere else classified","396","Installation services of other goods nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24035_4787343_702","998811","397","02/06/2024","998811 Meat processing services","397","Meat processing services"
"1033","F","02/06/2024","","1033","","VAL_24037_4787343_602","998813","399","02/06/2024","998813 Fruit and vegetables processing services","399","Fruit and vegetables processing services"
"1033","F","02/06/2024","","1033","","VAL_24039_4787343_258","998815","401","02/06/2024","998815 Dairy product manufacturing services","401","Dairy product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24041_4787343_925","998817","403","02/06/2024","998817 Prepared animal feeds manufacturing services","403","Prepared animal feeds manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24194_4787343_548","999729","556","02/06/2024","999729 Other beauty treatment services nowhere else classified","556","Other beauty treatment services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24044_4787343_681","998821","406","02/06/2024","998821 Textile manufacturing services","406","Textile manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24046_4787343_780","998823","408","02/06/2024","998823 Leather and leather product manufacturing services","408","Leather and leather product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24060_4787343_657","998875","422","02/06/2024","998875 Electrical equipment manufacturing services","422","Electrical equipment manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24066_4787343_109","998892","428","02/06/2024","998892 Jewellery manufacturing services","428","Jewellery manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_23680_4787343_723","995466","42","02/06/2024","995466 Lift and escalator installation services","42","Lift and escalator installation services"
"1033","F","02/06/2024","","1033","","VAL_23693_4787343_103","996211","55","02/06/2024","996211 Services provided for a fee or commission or on contract basis on retail trade","55","Services provided for a fee or commission or on contract basis on retail trade"
"1033","F","02/06/2024","","1033","","VAL_23691_4787343_728","995479","53","02/06/2024","995479 Services involving repair, alterations, additions, replacements, maintenance of the completion/finishing works...","53","Services involving repair, alterations, additions, replacements, maintenance of the completion/finishing works covered above"
"1033","F","02/06/2024","","1033","","VAL_24043_4787343_866","998819","405","02/06/2024","998819 Tobacco manufacturing services nowhere else classified","405","Tobacco manufacturing services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24045_4787343_224","998822","407","02/06/2024","998822 Wearing apparel manufacturing services","407","Wearing apparel manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24048_4787343_774","998832","410","02/06/2024","998832 Paper and paper product manufacturing services","410","Paper and paper product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24050_4787343_766","998842","412","02/06/2024","998842 Chemical product manufacturing services","412","Chemical product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24052_4787343_917","998851","414","02/06/2024","998851 Rubber and plastic product manufacturing services","414","Rubber and plastic product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_23736_4787343_111","996712","98","02/06/2024","996712 Customs house agent services","98","Customs house agent services"
"1033","F","02/06/2024","","1033","","VAL_23646_4787343_311","995421","8","02/06/2024","995421 General construction services of highways, streets, roads, railways and airfield runways, bridges and tunnels","8","General construction services of highways, streets, roads, railways and airfield runways, bridges and tunnels"
"1033","F","02/06/2024","","1033","","VAL_23648_4787343_591","995423","10","02/06/2024","995423 General construction services of long-distance underground/ overland/ submarine pipelines, communication and e...","10","General construction services of long-distance underground/ overland/ submarine pipelines, communication and electric power lines (cables); pumping stations and related works; transformer stations and related works"
"1033","F","02/06/2024","","1033","","VAL_23650_4787343_765","995425","12","02/06/2024","995425 General construction services of mines and industrial plants","12","General construction services of mines and industrial plants"
"1033","F","02/06/2024","","1033","","VAL_23652_4787343_522","995427","14","02/06/2024","995427 General construction services of outdoor sport and recreation facilities","14","General construction services of outdoor sport and recreation facilities"
"1033","F","02/06/2024","","1033","","VAL_23654_4787343_992","995429","16","02/06/2024","995429 Services involving repair, alterations, additions, replacements, renovation, maintenance or remodeling of the ...","16","Services involving repair, alterations, additions, replacements, renovation, maintenance or remodeling of the constructions covered above"
"1033","F","02/06/2024","","1033","","VAL_23742_4787343_995","996731","104","02/06/2024","996731 Railway pushing or towing services","104","Railway pushing or towing services"
"1033","F","02/06/2024","","1033","","VAL_23744_4787343_776","996741","106","02/06/2024","996741 Bus station services","106","Bus station services"
"1033","F","02/06/2024","","1033","","VAL_23740_4787343_548","996722","102","02/06/2024","996722 Bulk liquid or gas storage services","102","Bulk liquid or gas storage services"
"1033","F","02/06/2024","","1033","","VAL_23746_4787343_412","996743","108","02/06/2024","996743 Parking lot services","108","Parking lot services"
"1033","F","02/06/2024","","1033","","VAL_23748_4787343_834","996749","110","02/06/2024","996749 Other supporting services for road transport nowhere else classified","110","Other supporting services for road transport nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23750_4787343_811","996752","112","02/06/2024","996752 Pilotage and berthing services","112","Pilotage and berthing services"
"1033","F","02/06/2024","","1033","","VAL_24067_4787343_755","998893","429","02/06/2024","998893 Imitation jewellery manufacturing services","429","Imitation jewellery manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24069_4787343_494","998895","431","02/06/2024","998895 Sports goods manufacturing services","431","Sports goods manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24074_4787343_421","998912","436","02/06/2024","998912 Printing and reproduction services of recorded media, on a fee or contract basis","436","Printing and reproduction services of recorded media, on a fee or contract basis"
"1033","F","02/06/2024","","1033","","VAL_24105_4787343_827","999249","467","02/06/2024","999249 Other higher education services","467","Other higher education services"
"1033","F","02/06/2024","","1033","","VAL_24107_4787343_445","999291","469","02/06/2024","999291 Cultural education services","469","Cultural education services"
"1033","F","02/06/2024","","1033","","VAL_24109_4787343_973","999293","471","02/06/2024","999293 Commercial training and coaching services","471","Commercial training and coaching services"
"1033","F","02/06/2024","","1033","","VAL_24165_4787343_720","999615","527","02/06/2024","999615 Motion picture projection services","527","Motion picture projection services"
"1033","F","02/06/2024","","1033","","VAL_24167_4787343_756","999622","529","02/06/2024","999622 Performing arts event production and presentation services","529","Performing arts event production and presentation services"
"1033","F","02/06/2024","","1033","","VAL_24169_4787343_194","999629","531","02/06/2024","999629 Other performing arts and live entertainment services nowhere else classified","531","Other performing arts and live entertainment services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24171_4787343_122","999632","533","02/06/2024","999632 Services of authors, composers, sculptors and other artists, except performing artists","533","Services of authors, composers, sculptors and other artists, except performing artists"
"1033","F","02/06/2024","","1033","","VAL_24173_4787343_618","999641","535","02/06/2024","999641 Museum and preservation services of historical sites and buildings","535","Museum and preservation services of historical sites and buildings"
"1033","F","02/06/2024","","1033","","VAL_24175_4787343_237","999651","537","02/06/2024","999651 Sports and recreational sports event promotion and organisation services","537","Sports and recreational sports event promotion and organisation services"
"1033","F","02/06/2024","","1033","","VAL_24177_4787343_227","999659","539","02/06/2024","999659 Other sports and recreational sports services nowhere else classified","539","Other sports and recreational sports services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23804_4787343_939","997169","166","02/06/2024","997169 Other services auxiliary to insurance and pensions","166","Other services auxiliary to insurance and pensions"
"1033","F","02/06/2024","","1033","","VAL_23806_4787343_434","997172","168","02/06/2024","997172 Services of holding securities and other assets of trusts and funds and similar financial entities","168","Services of holding securities and other assets of trusts and funds and similar financial entities"
"1033","F","02/06/2024","","1033","","VAL_23808_4787343_811","997212","170","02/06/2024","997212 Rental or leasing services involving own or leased non-residential property","170","Rental or leasing services involving own or leased non-residential property"
"1033","F","02/06/2024","","1033","","VAL_23810_4787343_779","997214","172","02/06/2024","997214 Trade services of time-share properties","172","Trade services of time-share properties"
"1033","F","02/06/2024","","1033","","VAL_24021_4787343_809","998722","383","02/06/2024","998722 Repair services of watches, clocks and jewellery","383","Repair services of watches, clocks and jewellery"
"1033","F","02/06/2024","","1033","","VAL_24025_4787343_643","998726","387","02/06/2024","998726 Maintenance and repair services of musical instruments","387","Maintenance and repair services of musical instruments"
"1033","F","02/06/2024","","1033","","VAL_24051_4787343_645","998843","413","02/06/2024","998843 Pharmaceutical product manufacturing services","413","Pharmaceutical product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24149_4787343_404","999511","511","02/06/2024","999511 Services furnished by business and employers organisations","511","Services furnished by business and employers organisations"
"1033","F","02/06/2024","","1033","","VAL_23682_4787343_833","995469","44","02/06/2024","995469 Services involving repair, alterations, additions, replacements, maintenance of the installations covered above","44","Services involving repair, alterations, additions, replacements, maintenance of the installations covered above"
"1033","F","02/06/2024","","1033","","VAL_23684_4787343_344","995472","46","02/06/2024","995472 Plastering services","46","Plastering services"
"1033","F","02/06/2024","","1033","","VAL_23708_4787343_848","996411","70","02/06/2024","996411 Local land transport services of passengers by railways, metro, monorail, bus, tramway, autos, three wheelers,...","70","Local land transport services of passengers by railways, metro, monorail, bus, tramway, autos, three wheelers, scooters and other motor vehicles"
"1033","F","02/06/2024","","1033","","VAL_24189_4787343_841","999715","551","02/06/2024","999715 Dyeing and colouring services","551","Dyeing and colouring services"
"1033","F","02/06/2024","","1033","","VAL_24192_4787343_232","999722","554","02/06/2024","999722 Cosmetic treatment (including cosmetic or plastic surgery), manicuring and pedicuring services","554","Cosmetic treatment (including cosmetic or plastic surgery), manicuring and pedicuring services"
"1033","F","02/06/2024","","1033","","VAL_24176_4787343_438","999652","538","02/06/2024","999652 Sports and recreational sports facility operation services","538","Sports and recreational sports facility operation services"
"1033","F","02/06/2024","","1033","","VAL_24178_4787343_523","999661","540","02/06/2024","999661 Services of athletes","540","Services of athletes"
"1033","F","02/06/2024","","1033","","VAL_23697_4787343_568","996321","59","02/06/2024","996321 Room or unit accommodation services for students in student residences","59","Room or unit accommodation services for students in student residences"
"1033","F","02/06/2024","","1033","","VAL_23695_4787343_138","996312","57","02/06/2024","996312 Camp site services","57","Camp site services"
"1033","F","02/06/2024","","1033","","VAL_24180_4787343_894","999691","542","02/06/2024","999691 Amusement park and similar attraction services","542","Amusement park and similar attraction services"
"1033","F","02/06/2024","","1033","","VAL_24182_4787343_767","999693","544","02/06/2024","999693 Coin-operated amusement machine services","544","Coin-operated amusement machine services"
"1033","F","02/06/2024","","1033","","VAL_24184_4787343_725","999699","546","02/06/2024","999699 Other recreation and amusement services nowhere else classified","546","Other recreation and amusement services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24186_4787343_544","999712","548","02/06/2024","999712 Dry-cleaning services (including fur product cleaning services)","548","Dry-cleaning services (including fur product cleaning services)"
"1033","F","02/06/2024","","1033","","VAL_24188_4787343_740","999714","550","02/06/2024","999714 Pressing services","550","Pressing services"
"1033","F","02/06/2024","","1033","","VAL_24196_4787343_761","999732","558","02/06/2024","999732 Undertaking services","558","Undertaking services"
"1033","F","02/06/2024","","1033","","VAL_24200_4787343_378","999794","562","02/06/2024","999794 Agreeing to tolerate an act","562","Agreeing to tolerate an act"
"1033","F","02/06/2024","","1033","","VAL_24202_4787343_660","999799","564","02/06/2024","999799 Other services nowhere else classified","564","Other services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24204_4787343_317","999900","566","02/06/2024","999900 Services provided by extraterritorial organisations and bodies","566","Services provided by extraterritorial organisations and bodies"
"1033","F","02/06/2024","","1033","","VAL_23645_4787343_146","995419","7","02/06/2024","995419 Services involving repair, alterations, additions, replacements, renovation, maintenance or remodeling of the ...","7","Services involving repair, alterations, additions, replacements, renovation, maintenance or remodeling of the buildings covered above"
"1033","F","02/06/2024","","1033","","VAL_23647_4787343_440","995422","9","02/06/2024","995422 General construction services of harbours, waterways, dams, water mains and lines, irrigation and other waterw...","9","General construction services of harbours, waterways, dams, water mains and lines, irrigation and other waterworks"
"1033","F","02/06/2024","","1033","","VAL_23649_4787343_153","995424","11","02/06/2024","995424 General construction services of local water and sewage pipelines, electricity and communication cables and re...","11","General construction services of local water and sewage pipelines, electricity and communication cables and related works"
"1033","F","02/06/2024","","1033","","VAL_23651_4787343_416","995426","13","02/06/2024","995426 General Construction services of Power Plants and its related infrastructure","13","General Construction services of Power Plants and its related infrastructure"
"1033","F","02/06/2024","","1033","","VAL_23656_4787343_380","995432","18","02/06/2024","995432 Site formation and clearance services including preparation services to make sites ready for subsequent constr...","18","Site formation and clearance services including preparation services to make sites ready for subsequent construction work, test drilling and boring and core extraction, digging of trenches"
"1033","F","02/06/2024","","1033","","VAL_23660_4787343_609","995439","22","02/06/2024","995439 Services involving repair, alterations, additions, replacements, maintenance of the constructions covered above","22","Services involving repair, alterations, additions, replacements, maintenance of the constructions covered above"
"1033","F","02/06/2024","","1033","","VAL_23671_4787343_563","995456","33","02/06/2024","995456 Masonry services","33","Masonry services"
"1033","F","02/06/2024","","1033","","VAL_23673_4787343_203","995458","35","02/06/2024","995458 Other special trade construction services nowhere else classified","35","Other special trade construction services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23675_4787343_968","995461","37","02/06/2024","995461 Electrical installation services including Electrical wiring and fitting services, fire alarm installation ser...","37","Electrical installation services including Electrical wiring and fitting services, fire alarm installation services, burglar alarm system installation services"
"1033","F","02/06/2024","","1033","","VAL_23677_4787343_269","995463","39","02/06/2024","995463 Heating, ventilation and air conditioning equipment installation services","39","Heating, ventilation and air conditioning equipment installation services"
"1033","F","02/06/2024","","1033","","VAL_23686_4787343_255","995474","48","02/06/2024","995474 Floor and wall tiling services","48","Floor and wall tiling services"
"1033","F","02/06/2024","","1033","","VAL_24190_4787343_897","999719","552","02/06/2024","999719 Other washing, cleaning and dyeing services nowhere else classified","552","Other washing, cleaning and dyeing services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23659_4787343_243","995435","21","02/06/2024","995435 Other site preparation services nowhere else classified","21","Other site preparation services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23655_4787343_676","995431","17","02/06/2024","995431 Demolition services","17","Demolition services"
"1033","F","02/06/2024","","1033","","VAL_23657_4787343_370","995433","19","02/06/2024","995433 Excavating and earthmoving services","19","Excavating and earthmoving services"
"1033","F","02/06/2024","","1033","","VAL_23661_4787343_378","995441","23","02/06/2024","995441 Installation, assembly and erection services of prefabricated buildings","23","Installation, assembly and erection services of prefabricated buildings"
"1033","F","02/06/2024","","1033","","VAL_23663_4787343_197","995443","25","02/06/2024","995443 Installation services of all types of street furniture (such as bus shelters, benches, telephone booths, publi...","25","Installation services of all types of street furniture (such as bus shelters, benches, telephone booths, public toilets, and the like)"
"1033","F","02/06/2024","","1033","","VAL_23674_4787343_689","995459","36","02/06/2024","995459 Services involving repair, alterations, additions, replacements, maintenance of the constructions covered above","36","Services involving repair, alterations, additions, replacements, maintenance of the constructions covered above"
"1033","F","02/06/2024","","1033","","VAL_23985_4787343_818","998554","347","02/06/2024","998554 Reservation services for event tickets, cinema halls, entertainment and recreational services and other reserv...","347","Reservation services for event tickets, cinema halls, entertainment and recreational services and other reservation services"
"1033","F","02/06/2024","","1033","","VAL_24019_4787343_583","998719","381","02/06/2024","998719 Maintenance and repair services of other machinery and equipments","381","Maintenance and repair services of other machinery and equipments"
"1033","F","02/06/2024","","1033","","VAL_24024_4787343_663","998725","386","02/06/2024","998725 Repair services of bicycles","386","Repair services of bicycles"
"1033","F","02/06/2024","","1033","","VAL_24026_4787343_293","998727","388","02/06/2024","998727 Repair services for photographic equipment and cameras","388","Repair services for photographic equipment and cameras"
"1033","F","02/06/2024","","1033","","VAL_24028_4787343_940","998731","390","02/06/2024","998731 Installation services of fabricated metal products, except machinery and equipment","390","Installation services of fabricated metal products, except machinery and equipment"
"1033","F","02/06/2024","","1033","","VAL_23665_4787343_194","995449","27","02/06/2024","995449 Services involving repair, alterations, additions, replacements, maintenance of the constructions covered above","27","Services involving repair, alterations, additions, replacements, maintenance of the constructions covered above"
"1033","F","02/06/2024","","1033","","VAL_23667_4787343_967","995452","29","02/06/2024","995452 Building framing and roof framing services","29","Building framing and roof framing services"
"1033","F","02/06/2024","","1033","","VAL_23669_4787343_484","995454","31","02/06/2024","995454 Concrete services","31","Concrete services"
"1033","F","02/06/2024","","1033","","VAL_23639_4787343_407","995411","1","02/06/2024","995411 Construction services of single dwelling or multi dwelling or multistoried residential buildings","1","Construction services of single dwelling or multi dwelling or multistoried residential buildings"
"1033","F","02/06/2024","","1033","","VAL_23640_4787343_918","995412","2","02/06/2024","995412 Construction services of other residential buildings such as old age homes, homeless shelters, hostels and the...","2","Construction services of other residential buildings such as old age homes, homeless shelters, hostels and the like"
"1033","F","02/06/2024","","1033","","VAL_23642_4787343_993","995414","4","02/06/2024","995414 Construction services of commercial buildings such as office buildings, exhibition and marriage halls, malls, ...","4","Construction services of commercial buildings such as office buildings, exhibition and marriage halls, malls, hotels, restaurants, airports, rail or road terminals, parking garages, petrol and service stations, theatres and other similar buildings"
"1033","F","02/06/2024","","1033","","VAL_23644_4787343_601","995416","6","02/06/2024","995416 Construction services of other buildings nowhere else classified","6","Construction services of other buildings nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24014_4787343_159","998714","376","02/06/2024","998714 Maintenance and repair services of transport machinery and equipment","376","Maintenance and repair services of transport machinery and equipment"
"1033","F","02/06/2024","","1033","","VAL_24016_4787343_143","998716","378","02/06/2024","998716 Maintenance and repair services of telecommunication equipments and apparatus","378","Maintenance and repair services of telecommunication equipments and apparatus"
"1033","F","02/06/2024","","1033","","VAL_24054_4787343_524","998853","416","02/06/2024","998853 Other non-metallic mineral product manufacturing services","416","Other non-metallic mineral product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24056_4787343_968","998871","418","02/06/2024","998871 Structural metal product, tank, reservoir and steam generator manufacturing services","418","Structural metal product, tank, reservoir and steam generator manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24058_4787343_389","998873","420","02/06/2024","998873 Other fabricated metal product manufacturing and metal treatment services","420","Other fabricated metal product manufacturing and metal treatment services"
"1033","F","02/06/2024","","1033","","VAL_24062_4787343_993","998877","424","02/06/2024","998877 Special-purpose machinery manufacturing services","424","Special-purpose machinery manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24064_4787343_692","998882","426","02/06/2024","998882 Other transport equipment manufacturing services","426","Other transport equipment manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24010_4787343_445","998634","372","02/06/2024","998634 Support services to distribution services of steam, hot water and airconditioning supply","372","Support services to distribution services of steam, hot water and airconditioning supply"
"1033","F","02/06/2024","","1033","","VAL_24012_4787343_309","998712","374","02/06/2024","998712 Maintenance and repair services of office and accounting machinery","374","Maintenance and repair services of office and accounting machinery"
"1033","F","02/06/2024","","1033","","VAL_24036_4787343_201","998812","398","02/06/2024","998812 Fish processing services","398","Fish processing services"
"1033","F","02/06/2024","","1033","","VAL_24038_4787343_257","998814","400","02/06/2024","998814 Vegetable and animal oil and fat manufacturing services","400","Vegetable and animal oil and fat manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24033_4787343_278","998736","395","02/06/2024","998736 Installation services of electrical machinery and apparatus nowhere else classified","395","Installation services of electrical machinery and apparatus nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24040_4787343_645","998816","402","02/06/2024","998816 Other food product manufacturing services","402","Other food product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24042_4787343_587","998818","404","02/06/2024","998818 Beverage manufacturing services","404","Beverage manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24049_4787343_345","998841","411","02/06/2024","998841 Coke and refined petroleum product manufacturing services","411","Coke and refined petroleum product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24055_4787343_502","998860","417","02/06/2024","998860 Basic metal manufacturing services","417","Basic metal manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24057_4787343_735","998872","419","02/06/2024","998872 Weapon and ammunition manufacturing services","419","Weapon and ammunition manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24059_4787343_424","998874","421","02/06/2024","998874 Computer, electronic and optical product manufacturing services","421","Computer, electronic and optical product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24061_4787343_635","998876","423","02/06/2024","998876 General-purpose machinery manufacturing services nowhere else classified","423","General-purpose machinery manufacturing services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24068_4787343_765","998894","430","02/06/2024","998894 Musical instrument manufacturing services","430","Musical instrument manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_23943_4787343_299","998451","305","02/06/2024","998451 Library services","305","Library services"
"1033","F","02/06/2024","","1033","","VAL_23936_4787343_703","998432","298","02/06/2024","998432 On-line audio content","298","On-line audio content"
"1033","F","02/06/2024","","1033","","VAL_23948_4787343_407","998463","310","02/06/2024","998463 Radio channel programmes","310","Radio channel programmes"
"1033","F","02/06/2024","","1033","","VAL_23950_4787343_296","998465","312","02/06/2024","998465 Broadcasting services","312","Broadcasting services"
